products:ID,value,:LABEL
2069342,唐山银行盛唐理财唐赢2020年第11期（S款）理财产品,理财产品
2069293,宁波银行股份有限公司汇通理财2020惠添利21089号,理财产品
2069089,中信理财之全权委托恒赢稳健B款25期净值型人民币理财产品,理财产品
2068930,上海农商银行“鑫利”系列鑫增利20200期（1年）人民币理财产品,理财产品
2068547,兴业银行金雪球聚利2020年第3期封闭式净值型理财产品,理财产品
2065885,“财坤”CK200166期人民币理财产品,理财产品
2055231,“安心得利·大有”2020年第140期封闭净值型人民币理财产品,理财产品
2055230,“安心得利·大有”2020年第139期封闭净值型人民币理财产品,理财产品
2038491,中信理财之私人银行客户专属恒赢系列全权委托A款2359期理财产品,理财产品
2075354,中国建设银行辽宁省分行“乾元-天长利久”2020年228期理财产品,理财产品
2073794,2020汇富净值370期,理财产品
2071985,萧山农商银行“萧银理财增盈”2020年第274期人民币理财产品,理财产品
2069974,衡水银行金荷恒升B款2020年第31期人民币理财产品,理财产品
2079318,(网银专享)中银平稳理财计划-智荟系列202268期,理财产品
2079309,(理财晋级专属)中银平稳理财计划-智荟系列202259期,理财产品
2079305,(邀约专属)中银平稳理财计划-智荟系列202255期,理财产品
2079300,(手机银行理财季)中银平稳理财计划-智荟系列202250期,理财产品
2079286,中银平稳理财计划-智荟系列202236期,理财产品
2079254,中银平稳理财计划-智荟系列202204期,理财产品
2079194,(中小企业专属)中银平稳理财计划-智荟系列202145期,理财产品
2079035,中银汇增-A计划(澳元)2020年第48期,理财产品
2079034,中银汇增-A计划(英镑)2020年第48期,理财产品
2078759,南昌农商银行百福理财禧临门系列CG10620200626095,理财产品
2076773,“金鹿理财-乐得富”20141期银行理财计划,理财产品
2075860,益友融通-2020年个人炫彩周末024号理财产品,理财产品
2073369,畅享泉家557号（代发客户专享）,理财产品
2073316,“金凤理财”幸福周末系列人民币理财产品,理财产品
2072246,吉林银行吉利财富成长系列2020年第85期,理财产品
2068478,绵阳市商业银行“诸葛”理财2020年第80期,理财产品
2065722,元亨第2005期净值型人民币理财产品,理财产品
2057360,小龙人理财和盛系列龙通974号,理财产品
2020773,小龙人理财和盛系列龙瑞907号,理财产品
2083477,中国民生银行富竹纯债同益款3号350天定开理财产品,理财产品
2080214,浙江天台农村商业银行股份有限公司丰收信福2020年第20期封闭式净值型人民币理财产品,理财产品
2080014,海盐农商银行“丰收·信福”2020年第25期封闭式净值型理财产品,理财产品
2080013,黔农·金百合·茅台农商·金穗增利系列第77期个人理财产品,理财产品
2079954,浙江临安农村商业银行股份有限公司丰收信福2020年第31期封闭式净值型人民币理财产品,理财产品
2079930,龙泉农商银行“丰收·信福”2020年第5期封闭净值型理财产品,理财产品
2079693,紫气东来人民币理财计划星座869期,理财产品
2079633,“广银安富”2020年6月众享版第二期,理财产品
2079556,昆仑财富·油金赢系列封闭式净值型理财产品（2020年第15期克分行代发专享）,理财产品
2079358,中国建设银行天津市分行“乾元-津私享型”2020年第135期理财产品,理财产品
2079342,兰溪农商银行“丰收信福”2020年第9期封闭净值型人民币理财产品,理财产品
2078447,恒丰银行-恒心季季盈（净值型）系列2020年第1期理财产品,理财产品
2078446,恒丰银行-恒优（净值型）系列2020年第1期理财产品,理财产品
2078227,昆仑财富·油金赢系列封闭式净值型理财产品（2020年第14期库尔勒行庆专享）,理财产品
2078185,金达创富理财SD7418号,理财产品
2078138,黄海万利宝（20014003期)人民币理财产品,理财产品
2078049,创盈系列E3023,理财产品
2077999,2020惠添利11271号(净值型),理财产品
2077473,中国建设银行天津市分行“乾元-津私享型”2020年第109期理财产品,理财产品
2077255,浙江金华成泰农村商业银行股份有限公司“丰收信福”2020年第九期封闭净值型人民币理财产品,理财产品
2076890,优逸荟金206080,理财产品
2075206,运通财富J02号,理财产品
2075116,中银平稳理财计划-智荟系列209102期,理财产品
2074749,稷丰系列“丰利宝106号”人民币理财产品,理财产品
2074322,2020惠添利11256号(养老分红净值型),理财产品
2073708,2020聚富计划127期,理财产品
2073313,“金凤理财”莱鑫系列人民币理财产品,理财产品
2072613,金牛双满盈2020年创赢端阳人民币理财产品,理财产品
2072337,太阳稳富2173号,理财产品
2072223,吉林银行吉利财富安稳系列2020年第51期,理财产品
2071994,萧山农商银行“萧银理财增盈”2020年第271期人民币理财产品,理财产品
2071049,蒙银财慧系列20073期B款,理财产品
2071006,蒙银财鑫系列20068期,理财产品
2070414,丰收丰叶A2020年第62期,理财产品
2068538,富利宝尊享计划人民币理财产品（B20057期）,理财产品
2066959,漓江理财桂享2020-35期,理财产品
2064018,青岛农商银行创富优享19号,理财产品
2035760,中国农业银行“金钥匙·安心得利”2020年第5138期人民币理财产品,理财产品
2033176,龙银理财睿辰理财产品,理财产品
1904219,“乾元-私享-手机银行专享”2020年第102期私人银行人民币理财产品,理财产品
2083924,嘉盈系列J177,理财产品
2083700,“熊猫理财”润利系列E计划净值型理财产品05期子产品,理财产品
2083632,建信理财机构专享“嘉鑫”12个月定期开放理财产品第5期,理财产品
2083471,招银理财招睿同业金石系列10203号半年封闭式理财计划,理财产品
2083446,“广银安富”薪意安享S款59号人民币理财计划（合格投资者专属）,理财产品
2083445,“广银安富”薪意安享S款58号人民币理财计划（合格投资者专属）,理财产品
2083425,中山农商银行聚多宝2020年第8期私人银行客户专属人民币理财产品,理财产品
2083382,2020封闭式私募净值型160号,理财产品
2083381,2020封闭式私募净值型13068号（迎行庆助发展专属理财）,理财产品
2083150,中山农商银行聚多宝2020年第15期机构专属人民币理财产品,理财产品
2081131,建信理财私行专享“鹏鑫”固收类封闭式产品2020年第86期,理财产品
2079632,中原银行鼎盛财富2020年第198期人民币理财产品,理财产品
2079628,"新昌农商银行\""天姥创富\""2020年第69期人民币理财产品",理财产品
2079615,金雪莲系列产品2020年第98期新客户专享版,理财产品
2079611,幸福理财尊享系列2020年19期,理财产品
2079609,幸福理财丰享系列2020年146期,理财产品
2079608,幸福理财丰享系列2020年145期,理财产品
2079607,幸福理财丰享系列2020年144期,理财产品
2079606,幸福理财丰享系列2020年143期,理财产品
2079577,莲都农商行丰收信福2020年第11期净值型理财产品,理财产品
2079506,浙江富阳农村商业银行股份有限公司丰收富盈2020年第001期人民币理财产品,理财产品
2079496,润盈理财乐享盈2017期4,理财产品
2079495,润盈理财乐享盈2017期3,理财产品
2079464,天骄鸿图2020年第37期B款,理财产品
2079463,天骄鸿图2020年第37期A款,理财产品
2079462,天骄鸿运2020年第38期B款,理财产品
2079311,(财富级客户专属)中银平稳理财计划-智荟系列202261期,理财产品
2079308,(理财级客户专属)中银平稳理财计划-智荟系列202258期,理财产品
2079299,(手机银行理财季)中银平稳理财计划-智荟系列202249期,理财产品
2079278,中银平稳理财计划-智荟系列202228期,理财产品
2079250,中银平稳理财计划-智荟系列202200期,理财产品
2079247,中银平稳理财计划-智荟系列202197期,理财产品
2079201,中银平稳理财计划-智荟系列202151期,理财产品
2079071,中银平稳理财计划-智荟系列202022期,理财产品
2079067,中银理财计划-搏弈睿选系列20247期,理财产品
2079066,中银理财计划-搏弈睿选系列20246期,理财产品
2079063,中银理财计划-搏弈睿选系列20243期,理财产品
2079030,中银汇增-A计划(美元)2020年第115期,理财产品
2079009,“安鑫盈”系列封闭式净值型人民币理财产品,理财产品
2078939,乌银稳盈2020年第26期,理财产品
2078937,乌银利丰2020年第126期,理财产品
2078936,乌银利丰2020年第125期,理财产品
2078935,乌银利丰2020年第124期,理财产品
2078929,龙湾农商银行丰收赢利2020年第1期封闭式净值型理财产品,理财产品
2078928,“蓝海汇”蓝海风帆系列扬帆2020007期净值型理财产品,理财产品
2078917,中国建设银行河南省分行“乾元-豫富”2020年第100期理财产品,理财产品
2078915,中国建设银行河南省分行“乾元-豫富”2020年第98期理财产品,理财产品
2078904,太阳同盈206号,理财产品
2078894,哈密市商业银行“雁邻理财―甜蜜盈”封闭式净值型理财产品2020年第22期A款,理财产品
2078858,中原银行鼎盛财富2020年第192期人民币理财产品,理财产品
2078855,中原银行鼎盛财富2020年第189期人民币理财产品,理财产品
2078849,“吉林农信长富久安系列”2020117期人民币理财产品,理财产品
2078743,金昭阳理财2020年23期,理财产品
2078740,“瑞盈理财”宝丰盈系列（2001期28）105天A款人民币理财产品,理财产品
2078739,“瑞盈理财”宝丰盈系列（2001期28）56天B款人民币理财产品,理财产品
2078738,“瑞盈理财”宝丰盈系列（2001期28）56天A款人民币理财产品,理财产品
2078722,富民水城悦享系列第1期,理财产品
2078701,金鹤.如意宝2020A00020期人民币理财产品,理财产品
2078553,丰收信福2020年第16期封闭净值型,理财产品
2078467,中国建设银行“乾元―车主专享”2020年第10期人民币理财产品,理财产品
2078465,中国建设银行“乾元―福农通县域专享”2020年第14期人民币理财产品,理财产品
2078450,中国建设银行“乾元―惠众”2020年第37期人民币理财产品,理财产品
2078408,金雪莲系列封闭式净值型理财产品2020年第3期,理财产品
2078405,招商银行钻石财富系列之睿远平衡二十七期（三年封闭）理财计划,理财产品
2078376,中国建设银行山东省分行“乾元通财”2020年第224期理财产品,理财产品
2078373,中国建设银行山东省分行“乾元通财”2020年第221期理财产品,理财产品
2078369,中国建设银行河南省分行“乾元-豫富”（菁英荟）2020年第25期理财产品,理财产品
2078353,“信合同利”2020年23期C款人民币理财产品,理财产品
2078352,“信合同利”2020年23期B款人民币理财产品,理财产品
2078270,2020惠添利11273号(净值型),理财产品
2078219,休宁农村商业银行状元添盈系列231期人民币理财产品,理财产品
2078184,金达创富理财SD7417号,理财产品
2078183,金达创富理财SD7416号,理财产品
2078170,尧享金溢系列理财产品2020年第4期,理财产品
2078141,“海西·源泉”悦盈系列净值型理财产品2020028期（182天）,理财产品
2078139,黄海万利宝（20024704期）人民币理财产品,理财产品
2078130,金苹果B款196期,理财产品
2078129,金苹果A款196期,理财产品
2078120,“宝盈理财”卓越（个人）20047号人民币理财产品,理财产品
2078101,阳光金6M添利6号,理财产品
2078087,“金紫薇”共赢B系列7号人民币理财产品,理财产品
2078085,“金紫薇”共赢B系列5号人民币理财产品,理财产品
2078051,创盈系列E3026,理财产品
2078046,创盈系列E3020,理财产品
2077915,星旅财富豫见理财产品（安享2020年第98期）,理财产品
2077913,星旅财富“专享”个人理财产品2020年第13期,理财产品
2077908,惠得利5号,理财产品
2077822,长江鑫利2020年第99期,理财产品
2077815,平顶山银行平盈汇金享盈34号（新客专享）理财产品,理财产品
2077814,平顶山银行平盈汇金享盈33号（端午专享）理财产品,理财产品
2077795,益民理财·“盈鑫”理财计划589号,理财产品
2077777,邮银财富·智享2020年第50期,理财产品
2077776,邮银财富·智享2020年第51期,理财产品
2077752,中银平稳理财计划-智荟系列209115期,理财产品
2077720,海门农商银行“江海聚宝-季季盈”系列人民币理财第127期,理财产品
2077719,海门农商银行“江海聚宝-双月盈”系列人民币理财第127期,理财产品
2077717,海门农商银行“江海财富-季季盈”系列人民币理财第180期,理财产品
2077713,九通理财稳盈系列20062期,理财产品
2077511,“儒商财富”封闭式净值型理财产品2020年第63期,理财产品
2077510,“儒商财富”封闭式净值型理财产品2020年第62期,理财产品
2077509,“儒商财富”封闭式净值型理财产品2020年第61期,理财产品
2077508,“儒商财富”C款2020年第121期,理财产品
2077507,“儒商财富”C款2020年第120期,理财产品
2077506,“儒商财富”C款2020年第119期,理财产品
2077505,“儒商财富”A款2020年第78期,理财产品
2077467,承德银行“热河财富”非保本型人民币理财产品2020年第19期,理财产品
2077465,承德银行“热河财富”非保本型人民币理财产品2020年第18期,理财产品
2077460,融富R2006期03,理财产品
2077248,聚多宝·多盈系列人民币理财计划第20065期,理财产品
2077194,“幸福99”丰裕3号固定收益类20095期银行理财计划,理财产品
2077193,“幸福99”丰裕3号固定收益类20094期银行理财计划,理财产品
2077187,"\""幸福99\""丰裕盈家KF01号银行理财计划第5112期预约91天型",理财产品
2077009,“汇福”安心盈系列封闭式净值型理财产品20006期,理财产品
2076943,2020年融智理财·富盈计划20071号（直销银行专属）,理财产品
2076860,财富宝惠盈2020年第025期,理财产品
2076856,财富宝个人客户2020年第090期,理财产品
2076855,财富宝个人客户2020年第089期,理财产品
2076854,财富宝个人客户2020年第088期,理财产品
2076853,财富宝个人客户2020年第087期,理财产品
2076690,福万通·晋融家2020028期个人理财产品A款,理财产品
2076633,（定增优选）中银理财-智富（封闭式）2020年22期,理财产品
2076582,金雪莲系列产品2020年第93期,理财产品
2076581,金雪莲系列产品2020年第92期,理财产品
2076496,中国建设银行陕西省分行“乾元―丝路”2020年第140期人民币理财产品,理财产品
2076491,中国建设银行陕西省分行“乾元―丝路”2020年第135期人民币理财产品,理财产品
2076487,中国建设银行陕西省分行“乾元―丝路”2020年第131期人民币理财产品,理财产品
2076427,“薪满益足”200327期（尊享版）,理财产品
2076410,海融财富·创赢系列人民币个人理财计划2020年462期,理财产品
2076312,旺息宝1号20076期封闭式人民币理财产品,理财产品
2076311,旺息宝1号20075期封闭式人民币理财产品（市民卡专属）,理财产品
2075912,中国建设银行天津市分行“乾元-津私享型”2020年第105期理财产品,理财产品
2075771,聚富理财644期,理财产品
2075769,金蝶理财2425期,理财产品
2075768,金蝶理财2424期,理财产品
2075635,2020年“源宝盈·宁溢宝(qnyb2006011)”第四十六期,理财产品
2075260,富民鹿泽第00165期净值型人民币理财产品,理财产品
2075259,富民尊荣第00314期人民币理财产品,理财产品
2075239,创赢计划“青鑫共享”2020年215期（封闭净值型）,理财产品
2075238,创赢计划“青鑫共享”2020年214期（封闭净值型）,理财产品
2075231,创赢计划“青鑫共享”2020年227期（封闭净值型）,理财产品
2075230,创赢计划“青鑫共享”2020年226期（封闭净值型）,理财产品
2075222,浙江富阳农村商业银行股份有限公司丰收喜乐2020年第127期人民币理财产品,理财产品
2075221,浙江富阳农村商业银行股份有限公司丰收喜乐2020年第126期人民币理财产品,理财产品
2075124,工银财富深圳区域个人净值型理财产品SZJA2042,理财产品
2074857,启富东疆添盈理财663期,理财产品
2074849,昆仑财富·油金赢系列封闭式净值型理财产品（2020年第11期高端专享）,理财产品
2074750,“锦鲤鱼2020第13期（恒力专属）”净值型人民币理财产品,理财产品
2074711,幸福尊享人民币理财产品20041期,理财产品
2074706,幸福优享人民币理财产品20042期,理财产品
2074694,新客户秒杀款（金鼎泰利达人民币理财产品20541期）,理财产品
2074569,私享稳富1017号,理财产品
2074568,私享稳富1016号,理财产品
2074566,私享稳富1014号,理财产品
2074542,“广银安富”对公集合版2023期,理财产品
2074522,金银杏非保本理财2020年第68期,理财产品
2074517,天天向上722号,理财产品
2074474,理享人生-尊享2020年07002期人民币理财产品,理财产品
2074472,理享人生-和盈2020年07001期人民币理财产品,理财产品
2074471,理享人生-稳富2020年07001期人民币理财产品,理财产品
2074351,永康农商银行“丰收.吉祥”2020年第49期人民币理财产品,理财产品
2073986,“宝盈理财”卓越（个人）20041号人民币理财产品,理财产品
2073881,金石榴惠盈季季鑫8号3M02,理财产品
2073826,2020汇富净值402期,理财产品
2073665,“乾元-善盈”2020年第103期理财产品,理财产品
2073638,交银添利新享1号,理财产品
2073537,交银理财稳享多元策略2002理财产品,理财产品
2073507,宁波银行股份有限公司汇通理财2020惠添利21097号(新客专属),理财产品
2073405,漓江理财桂尊2020-17期,理财产品
2073145,“福瀛家”幸福1号（2020075期）理财产品,理财产品
2073144,“福瀛家”幸福1号（2020074期）理财产品,理财产品
2073143,“福瀛家”幸福1号（2020073期）理财产品,理财产品
2073118,廊坊银行坊银系列理财稳健型1号2061期（个人客户）,理财产品
2073115,廊坊银行坊银系列理财稳健型1号2058期（个人客户）,理财产品
2073085,廊坊银行“京津明珠”理财智富系列01号823期（个人客户）,理财产品
2072981,中国建设银行河南省分行“乾元-豫富”2020年第95期（手机银行专享）理财产品,理财产品
2072978,中国建设银行河南省分行“乾元-豫富”2020年第93期理财产品,理财产品
2072781,贵银恒利扬帆第174期,理财产品
2072771,贵银恒利扬帆第164期,理财产品
2072756,财富人生海聚鑫A款2020年第53期理财产品,理财产品
2072670,“乾元-顺鑫”2020年第79期理财产品,理财产品
2072612,金牛双满盈2020年创赢6期K款人民币理财产品,理财产品
2072353,尊享稳富487号,理财产品
2072318,太阳稳富2165号,理财产品
2072293,中国建设银行山东省分行“乾元通财”2020年第211期理财产品,理财产品
2072292,中国建设银行山东省分行“乾元通财”2020年第210期理财产品,理财产品
2072086,非凡资产管理季增利第447期高净值03款理财产品,理财产品
2072080,非凡资产管理季增利第447期高净值款理财产品,理财产品
2072067,丰收.聚金1074号,理财产品
2072050,交银添利系列京品新资金1号,理财产品
2072004,萧山农商银行“萧银理财·多利盈”2020年第45期封闭净值型理财产品,理财产品
2071843,大庆农商银行“钻得力”-盈利1号2020年第41期人民币理财产品,理财产品
2071559,龙盈D158号C款（20万元起）,理财产品
2071311,2020年“金成鑫”智惠盈23号人民币理财产品,理财产品
2071274,“红棉理财·广银增富”资产组合投资型人民币理财产品,理财产品
2071241,明珠理财月月赢系列2020年第273期,理财产品
2071091,华夏盈增盈610号A款,理财产品
2070687,“乾元-臻尚”2020年第126B期理财产品,理财产品
2070686,“乾元-臻尚”2020年第125B期理财产品,理财产品
2070661,重庆市分行“乾元-鑫鑫向荣”2020年第188期理财产品,理财产品
2070539,红玫瑰智盈系列人民币理财产品2020475期,理财产品
2070533,红玫瑰智盈系列人民币理财产品2020469期,理财产品
2070385,红玫瑰智盈系列理财产品添金2020265期,理财产品
2070378,红玫瑰智盈系列理财产品添金2020258期,理财产品
2070244,苍南农商银行“富民聚金”2020054期挂钩SHIBOR保本浮动收益人民币理财产品,理财产品
2070243,苍南农商银行“富民聚金”2020053期挂钩SHIBOR保本浮动收益人民币理财产品,理财产品
2070008,财富快车2020年第170期,理财产品
2069955,衡水银行金荷恒升A款2020年第18期人民币理财产品,理财产品
2069854,阳光东银财富-共享盈2020年第44期理财产品,理财产品
2069840,海融财富·尊享系列人民币个人理财计划2020年168期,理财产品
2069839,海融财富·尊享系列人民币个人理财计划2020年167期,理财产品
2069826,海融财富·尊享系列人民币个人理财计划2020年154期,理财产品
2069809,海融财富·创赢系列人民币个人理财计划2020年461期,理财产品
2069807,海融财富·创赢系列人民币个人理财计划2020年459期,理财产品
2069805,海融财富·创赢系列人民币个人理财计划2020年457期,理财产品
2069664,“益享I号”理财计划Z20319,理财产品
2069556,“龙城理财”富盈2091期人民币理财产品,理财产品
2069555,“龙城理财”富盈2090期人民币理财产品,理财产品
2069487,如日东升.稳盈理财373期,理财产品
2069459,中国建设银行湖南省分行“乾元-福润潇湘”2020年第182期(高净客户)封闭式人民币理财产品,理财产品
2069456,中国建设银行湖南省分行“乾元-福润潇湘”2020年第179期(高净客户)封闭式人民币理财产品,理财产品
2069453,中国建设银行湖南省分行“乾元-福润潇湘”2020年第176期(高净客户)封闭式人民币理财产品,理财产品
2068884,上海农商银行“鑫利”系列鑫安利20143期人民币理财产品,理财产品
2068820,福通A20072期人民币理财产品,理财产品
2068792,中国工商银行法人人民币理财产品20GZ126A,理财产品
2068785,工银财富专属人民币理财产品GZ20142A,理财产品
2068703,私银粤盈定制,理财产品
2068673,私银粤盈,理财产品
2068659,交银添利粤新,理财产品
2068302,招商银行焦点联动系列非保本理财计划（产品代码：118106）,理财产品
2068272,金陶2024期双季盈理财,理财产品
2068271,金陶2024期季季盈理财,理财产品
2068009,汇财之舟理财971号,理财产品
2067609,“金钥匙·安心得利·灵珑”2020年第299期封闭净值型人民币理财产品,理财产品
2067602,“金钥匙·安心得利·灵珑”2020年第292期封闭净值型人民币理财产品,理财产品
2067478,“金钥匙·安心得利·灵珑”2020年第290期封闭净值型人民币理财产品,理财产品
2067476,“金钥匙·安心得利·灵珑”2020年第288期封闭净值型人民币理财产品,理财产品
2067475,“金钥匙·安心得利·灵珑”2020年第287期封闭净值型人民币理财产品,理财产品
2067474,“金钥匙·安心得利·灵珑”2020年第286期封闭净值型人民币理财产品,理财产品
2067473,“金钥匙·安心得利·灵珑”2020年第285期封闭净值型人民币理财产品,理财产品
2067472,“金钥匙·安心得利·灵珑”2020年第284期封闭净值型人民币理财产品,理财产品
2067245,2020年长盈34期,理财产品
2067240,2020年长吉54期,理财产品
2067009,2020年吉林农信-发展稳盈69期,理财产品
2066987,2020年吉林农信-发展财富74期,理财产品
2065599,中国建设银行陕西省分行“乾元―丝路（特享）”2020年第40期人民币理财产品,理财产品
2065573,中国建设银行北京“乾元－升益鑫”2020年第080期标准资产组合型理财产品,理财产品
2064845,广西北部湾银行富桂宝惠增益系列W20825期（D118款）理财产品,理财产品
2064837,广西北部湾银行富桂宝惠增益系列W20159期（D155款）理财产品,理财产品
2064829,广西北部湾银行富桂宝惠增益系列W20151期（D125款）理财产品,理财产品
2064125,“盛通理财”喜盈盈240号,理财产品
2064091,工银财富专属人民币理财产品GZ20130A,理财产品
2063860,上海银行“净享利”系列（稳健添利）开放式理财产品（1年）06期,理财产品
2063060,营口银行渤海聚盈系列2020第35期理财产品,理财产品
2063033,营口银行渤海通宝之安营系列2020第61期理财产品,理财产品
2063032,营口银行渤海通宝之安营系列2020第60期理财产品,理财产品
2062535,“富利添盈”天天赢人民币理财计划,理财产品
2061860,中信理财之慧赢成长同行20075期净值型人民币理财产品,理财产品
2061767,兴业银行天天万汇通2020年第33期净值型理财产品,理财产品
2061766,兴业银行天天万汇通2020年第32期净值型理财产品,理财产品
2060418,"安徽省分行\""乾元-鑫享事成\""非保本型人民币理财产品2020年第133期",理财产品
2059256,“宝盈理财”卓越鑫享20058号封闭式净值型人民币理财产品,理财产品
2059243,“宝盈理财”卓越鑫享20045号封闭式净值型人民币理财产品,理财产品
2059237,“宝盈理财”卓越鑫享20039号封闭式净值型人民币理财产品,理财产品
2059230,“宝盈理财”卓越鑫享20032号封闭式净值型人民币理财产品,理财产品
2058058,中国建设银行“乾元”非保本标准资产组合型理财产品2020年第213款,理财产品
2058052,中国建设银行“乾元”非保本标准资产组合型理财产品2020年第207款,理财产品
2056602,交银理财博享长三角价值投资三年封闭式3号理财产品,理财产品
2055573,“乐惠”2020年第136期,理财产品
2055468,龙盈849期B款,理财产品
2055342,映山红安享回报208号净值型理财,理财产品
2055323,映山红安享回报189号净值型理财,理财产品
2054956,金杨树聚赢添富142期,理财产品
2054578,农银理财“农银安心·每年开放”(ESG主题）第5期人民币理财产品,理财产品
2053161,中信理财之乐赢稳健和信2046期净值型人民币理财产品,理财产品
2052018,“保利添瑞”202024期理财计划,理财产品
2052017,“保利添丰”202024期理财计划,理财产品
2051329,“熊猫理财”润利系列D计划理财产品52期子产品,理财产品
2051296,“熊猫理财”润利系列C计划理财产品49期子产品,理财产品
2049911,“金莲花”共享2020年9200097031号理财,理财产品
2049541,1821号增盈企业定制理财产品,理财产品
2047858,邢台银行2020年祥牛稳赢理财050号,理财产品
2047573,中国建设银行河北省分行“乾元通宝-晋级”2020年第29期理财产品,理财产品
2044655,“椰风海韵”系列-海惠公募2020008号理财产品,理财产品
2038490,中信理财之私人银行客户专属恒赢系列全权委托A款2358期理财产品,理财产品
2036205,富江南之鸿富添盈A计划H2001期4-11,理财产品
2035780,兴业银行“丰利宝”结构性理财2020年第47期,理财产品
2019151,“乐惠系列”2020年第55期,理财产品
1892164,快乐金10号2694期,理财产品
1892163,快乐金10号2693期,理财产品
1892162,快乐金10号2692期,理财产品
1892161,快乐金10号2691期,理财产品
1892160,快乐金10号2690期,理财产品
1892159,快乐金10号2689期,理财产品
2083422,净享尊荣五号20065001,理财产品
2083338,2020惠私享12086号(私银客户专属),理财产品
2083169,大连银行鲲鹏理财臻萃封闭净值型理财产品2020年第25期,理财产品
2082581,中原银行鼎盛财富乾景系列2020年第3期理财产品,理财产品
2078696,景德镇农商银行百福理财禧临门系列CG31020200623038,理财产品
2078448,恒丰银行-恒裕金理财-增享系列2020年第5期理财产品,理财产品
2078443,中国民生银行贵竹固收增强型半年定开理财产品1号对公款,理财产品
2078388,金成鑫满多多3期理财产品,理财产品
2078372,滨海金芒果增值人民币理财计划1801号54期,理财产品
2078350,“金兰花-尊享稳盈”2020年第40期（个人专享）63天人民币理财产品,理财产品
2078309,金兰花汇富3号2022期,理财产品
2078307,金兰花汇富1号2022期,理财产品
2078300,创赢1486期103天,理财产品
2078297,“金兰花-共享智富”2020年第24期90天人民币理财产品,理财产品
2078295,“金兰花-共享智富”2020年第24期42天人民币理财产品,理财产品
2078268,宁波银行股份有限公司汇通理财2020惠添利21106号,理财产品
2078250,“金兰花-尊享稳盈”2020年第39期140天人民币理财产品,理财产品
2078248,“金兰花-尊享稳盈”2020年第39期35天人民币理财产品,理财产品
2078247,浙江文成农村商业银行股份有限公司“丰收·诚意218号”人民币理财产品,理财产品
2078189,丹东银行“意盈鑫”第20207026期沈阳大连辽阳营口地区专属理财产品,理财产品
2078172,江渝财富“天添金”2020年第56期公募封闭式理财产品,理财产品
2078157,金祥云2020066期理财,理财产品
2078154,“金浪花”2020年31期人民币理财产品,理财产品
2078124,宁波市市区农村信用合作联社丰收信福净值型理财产品第2020009A期,理财产品
2078083,“汇福”安享盈定期开放式（12M）净值型理财产品37期,理财产品
2078082,“汇福”安享盈定期开放式（9M）净值型理财产品21期,理财产品
2078060,禾城农商银行丰收丰禾2020年第32期封闭式净值型理财产品,理财产品
2078050,创盈系列E3025,理财产品
2078006,丰收信福2020年第28期封闭净值型理财产品,理财产品
2077912,星旅财富豫见理财产品（安享2020年第96期）,理财产品
2077911,星旅财富豫见理财产品（安享2020年第95期）,理财产品
2077813,鹰城财富2020年第46期,理财产品
2077812,鹰城财富2020年第45期,理财产品
2077754,德州银行“德财富-稳稳德系列”保本型2020年第45期人民币理财产品,理财产品
2077710,“黔农·金百合·花溪农商·惠民福”系列理财产品第53期,理财产品
2077586,2020年兰州银行小家添富系列A款封闭式净值理财5054号,理财产品
2077572,淮南通商农村商业银行“通银”系列“稳盈”非保本浮动收益型人民币理财产品,理财产品
2077559,吉林农信“九九赢”-稳赢得利·得利系列理财产品（第2020191期）,理财产品
2077225,海蕴理财优选系列恒利1号2020年第25期,理财产品
2077192,“幸福99”丰裕3号固定收益类20093期银行理财计划,理财产品
2077191,“幸福99”丰裕3号固定收益类20092期银行理财计划,理财产品
2076688,金葫芦宏信264,理财产品
2076408,恒裕金理财-丰利系列2020年第198期,理财产品
2076407,恒裕金理财-丰利系列2020年第197期,理财产品
2076406,恒裕金理财-丰利系列2020年第196期,理财产品
2076317,金达创富理财SD7411号,理财产品
2075952,秦农银行秦元通宝系列理财计划2020022期,理财产品
2075882,龙盈混合G款8号一年半定开偏债理财产品,理财产品
2075355,中国建设银行辽宁省分行“乾元-天长利久”2020年229期理财产品,理财产品
2075352,中国建设银行辽宁省分行“乾元-天长利久”2020年226期理财产品,理财产品
2075288,龙盈固定收益类G款66号三个月定开理财产品,理财产品
2075229,创赢计划“青鑫共享”2020年225期（封闭净值型）,理财产品
2075228,创赢计划“青鑫共享”2020年224期（新客理财）,理财产品
2074905,恒丰银行-恒裕金理财-增享系列2020年第3期理财产品,理财产品
2074744,磐安农商银行丰收富农2019期理财产品,理财产品
2074664,云南红塔银行红塔财富梦想2号2020年第24期A款人民币理财产品,理财产品
2074606,丁香花理财富赢202002号60期,理财产品
2074551,“薪满益足”对公集合版2022期,理财产品
2074372,“富滇稳健”人民币理财计划1号,理财产品
2074360,“富聚财富”鑫益系列人民币理财计划,理财产品
2073756,2020港湾财富251期,理财产品
2073601,南通农村商业银行金贝财富·共盈理财季季丰-180,理财产品
2073600,南通农村商业银行金贝财富·共盈理财双月盈-180,理财产品
2073415,江渝财富“天添金”2020年第51期公募封闭式理财产品,理财产品
2073341,渤海银行封闭式固定收益型人民币理财产品（零售公募―2020GG9010）,理财产品
2073325,真定安赢2020050期,理财产品
2073250,益友融通-2020年河北银行安益017号理财产品,理财产品
2073209,徽商银行智慧理财“创赢”系列-徽福固定收益类净值型理财产品200004,理财产品
