:START_ID,:END_ID,:TYPE
2078926,n0p11,风险等级编号
n0p11,2078926,产品
2078926,n0p12,风险等级
n0p12,2078926,产品
2078926,n78p13,募集起始日期
n78p13,2078926,产品
2078926,n78p13,募集结束日期
n78p13,2078926,产品
2078926,n46p13,产品起始日期
n46p13,2078926,产品
2078926,n16p16,产品终止日期
n16p16,2078926,产品
2078926,n0p17,产品状态
n0p17,2078926,产品
2078926,n220p18,实际天数（天）
n220p18,2078926,产品
2078926,n0p19,收益类型
n0p19,2078926,产品
2078926,n7p20,产品销售区域
n7p20,2078926,产品
2078926,n0p21,机构类别
n0p21,2078926,产品
2078926,n0p22,认购价格
n0p22,2078926,产品
2078755,n291p0,登记编码
n291p0,2078755,产品
2078755,n9p3,期限类型
n9p3,2078755,产品
2078755,n0p11,业绩比较基准
n0p11,2078755,产品
2078755,n291p5,发行机构
n291p5,2078755,产品
2078755,n291p6,发行机构代码
n291p6,2078755,产品
2078755,n0p7,募集方式
n0p7,2078755,产品
2078755,n9p8,运作模式
n9p8,2078755,产品
2078755,n0p9,投资性质
n0p9,2078755,产品
2078755,n0p10,募集币种
n0p10,2078755,产品
2078755,n2p11,风险等级编号
n2p11,2078755,产品
2078755,n2p12,风险等级
n2p12,2078755,产品
2078755,n78p13,募集起始日期
n78p13,2078755,产品
2078755,n78p13,募集结束日期
n78p13,2078755,产品
2078755,n36p13,产品起始日期
n36p13,2078755,产品
2078755,n39p16,产品终止日期
n39p16,2078755,产品
2078755,n0p17,产品状态
n0p17,2078755,产品
2078755,n32p18,实际天数（天）
n32p18,2078755,产品
2078755,n2p19,收益类型
n2p19,2078755,产品
2078755,n7p20,产品销售区域
n7p20,2078755,产品
2078755,n0p21,机构类别
n0p21,2078755,产品
2078755,n0p22,认购价格
n0p22,2078755,产品
2078244,n292p0,登记编码
n292p0,2078244,产品
2078244,n9p3,期限类型
n9p3,2078244,产品
2078244,n0p4,业绩比较基准
n0p4,2078244,产品
2078244,n231p5,发行机构
n231p5,2078244,产品
2078244,n231p6,发行机构代码
n231p6,2078244,产品
2078244,n0p7,募集方式
n0p7,2078244,产品
2078244,n0p8,运作模式
n0p8,2078244,产品
2078244,n0p9,投资性质
n0p9,2078244,产品
2078244,n0p10,募集币种
n0p10,2078244,产品
2078244,n2p11,风险等级编号
n2p11,2078244,产品
2078244,n2p12,风险等级
n2p12,2078244,产品
2078244,n78p13,募集起始日期
n78p13,2078244,产品
2078244,n78p13,募集结束日期
n78p13,2078244,产品
2078244,n32p13,产品起始日期
n32p13,2078244,产品
2078244,n48p16,产品终止日期
n48p16,2078244,产品
2078244,n0p17,产品状态
n0p17,2078244,产品
2078244,n17p18,实际天数（天）
n17p18,2078244,产品
2078244,n2p19,收益类型
n2p19,2078244,产品
2078244,n7p20,产品销售区域
n7p20,2078244,产品
2078244,n0p21,机构类别
n0p21,2078244,产品
2078244,n7p22,认购价格
n7p22,2078244,产品
2077571,n293p0,登记编码
n293p0,2077571,产品
2077571,n9p3,期限类型
n9p3,2077571,产品
2077571,n0p11,业绩比较基准
n0p11,2077571,产品
2077571,n30p5,发行机构
n30p5,2077571,产品
2077571,n30p6,发行机构代码
n30p6,2077571,产品
2077571,n0p7,募集方式
n0p7,2077571,产品
2077571,n9p8,运作模式
n9p8,2077571,产品
2077571,n0p9,投资性质
n0p9,2077571,产品
2077571,n0p10,募集币种
n0p10,2077571,产品
2077571,n2p11,风险等级编号
n2p11,2077571,产品
2077571,n2p12,风险等级
n2p12,2077571,产品
2077571,n78p13,募集起始日期
n78p13,2077571,产品
2077571,n78p13,募集结束日期
n78p13,2077571,产品
2077571,n29p13,产品起始日期
n29p13,2077571,产品
2077571,n37p16,产品终止日期
n37p16,2077571,产品
2077571,n0p17,产品状态
n0p17,2077571,产品
2077571,n37p18,实际天数（天）
n37p18,2077571,产品
2077571,n2p19,收益类型
n2p19,2077571,产品
2077571,n7p20,产品销售区域
n7p20,2077571,产品
2077571,n0p21,机构类别
n0p21,2077571,产品
2077571,n7p22,认购价格
n7p22,2077571,产品
2077101,n294p0,登记编码
n294p0,2077101,产品
2077101,n13p3,期限类型
n13p3,2077101,产品
2077101,n0p4,业绩比较基准
n0p4,2077101,产品
2077101,n72p5,发行机构
n72p5,2077101,产品
2077101,n72p6,发行机构代码
n72p6,2077101,产品
2077101,n0p7,募集方式
n0p7,2077101,产品
2077101,n9p8,运作模式
n9p8,2077101,产品
2077101,n0p9,投资性质
n0p9,2077101,产品
2077101,n0p10,募集币种
n0p10,2077101,产品
2077101,n2p11,风险等级编号
n2p11,2077101,产品
2077101,n2p12,风险等级
n2p12,2077101,产品
2077101,n78p13,募集起始日期
n78p13,2077101,产品
2077101,n78p13,募集结束日期
n78p13,2077101,产品
2077101,n53p13,产品起始日期
n53p13,2077101,产品
2077101,n294p16,产品终止日期
n294p16,2077101,产品
2077101,n0p17,产品状态
n0p17,2077101,产品
2077101,n105p18,实际天数（天）
n105p18,2077101,产品
2077101,n2p19,收益类型
n2p19,2077101,产品
2077101,n72p20,产品销售区域
n72p20,2077101,产品
2077101,n2p21,机构类别
n2p21,2077101,产品
2077101,n7p22,认购价格
n7p22,2077101,产品
2077066,n295p0,登记编码
n295p0,2077066,产品
2077066,n9p3,期限类型
n9p3,2077066,产品
2077066,n0p4,业绩比较基准
n0p4,2077066,产品
2077066,n72p5,发行机构
n72p5,2077066,产品
2077066,n72p6,发行机构代码
n72p6,2077066,产品
2077066,n0p7,募集方式
n0p7,2077066,产品
2077066,n0p8,运作模式
n0p8,2077066,产品
2077066,n0p9,投资性质
n0p9,2077066,产品
2077066,n0p10,募集币种
n0p10,2077066,产品
2077066,n2p11,风险等级编号
n2p11,2077066,产品
2077066,n2p12,风险等级
n2p12,2077066,产品
2077066,n78p13,募集起始日期
n78p13,2077066,产品
2077066,n78p13,募集结束日期
n78p13,2077066,产品
2077066,n53p13,产品起始日期
n53p13,2077066,产品
2077066,n51p16,产品终止日期
n51p16,2077066,产品
2077066,n0p17,产品状态
n0p17,2077066,产品
2077066,n39p18,实际天数（天）
n39p18,2077066,产品
2077066,n2p19,收益类型
n2p19,2077066,产品
2077066,n72p20,产品销售区域
n72p20,2077066,产品
2077066,n2p21,机构类别
n2p21,2077066,产品
2077066,n7p22,认购价格
n7p22,2077066,产品
2075546,n296p0,登记编码
n296p0,2075546,产品
2075546,n9p3,期限类型
n9p3,2075546,产品
2075546,n0p4,业绩比较基准
n0p4,2075546,产品
2075546,n50p5,发行机构
n50p5,2075546,产品
2075546,n50p6,发行机构代码
n50p6,2075546,产品
2075546,n0p7,募集方式
n0p7,2075546,产品
2075546,n0p8,运作模式
n0p8,2075546,产品
2075546,n0p9,投资性质
n0p9,2075546,产品
2075546,n0p10,募集币种
n0p10,2075546,产品
2075546,n2p11,风险等级编号
n2p11,2075546,产品
2075546,n2p12,风险等级
n2p12,2075546,产品
2075546,n78p13,募集起始日期
n78p13,2075546,产品
2075546,n78p13,募集结束日期
n78p13,2075546,产品
2075546,n78p13,产品起始日期
n78p13,2075546,产品
2075546,n34p16,产品终止日期
n34p16,2075546,产品
2075546,n0p17,产品状态
n0p17,2075546,产品
2075546,n197p18,实际天数（天）
n197p18,2075546,产品
2075546,n2p19,收益类型
n2p19,2075546,产品
2075546,n50p20,产品销售区域
n50p20,2075546,产品
2075546,n50p21,机构类别
n50p21,2075546,产品
2075546,n7p22,认购价格
n7p22,2075546,产品
2073382,n297p0,登记编码
n297p0,2073382,产品
2073382,n0p3,期限类型
n0p3,2073382,产品
2073382,n0p4,业绩比较基准
n0p4,2073382,产品
2073382,n94p5,发行机构
n94p5,2073382,产品
2073382,n94p6,发行机构代码
n94p6,2073382,产品
2073382,n0p7,募集方式
n0p7,2073382,产品
2073382,n0p8,运作模式
n0p8,2073382,产品
2073382,n0p9,投资性质
n0p9,2073382,产品
2073382,n0p10,募集币种
n0p10,2073382,产品
2073382,n2p11,风险等级编号
n2p11,2073382,产品
2073382,n2p12,风险等级
n2p12,2073382,产品
2073382,n78p13,募集起始日期
n78p13,2073382,产品
2073382,n78p13,募集结束日期
n78p13,2073382,产品
2073382,n55p13,产品起始日期
n55p13,2073382,产品
2073382,n2p13,产品终止日期
n2p13,2073382,产品
2073382,n0p17,产品状态
n0p17,2073382,产品
2073382,n297p18,实际天数（天）
n297p18,2073382,产品
2073382,n2p19,收益类型
n2p19,2073382,产品
2073382,n93p20,产品销售区域
n93p20,2073382,产品
2073382,n0p21,机构类别
n0p21,2073382,产品
2073382,n7p22,认购价格
n7p22,2073382,产品
2073121,n298p0,登记编码
n298p0,2073121,产品
2073121,n9p3,期限类型
n9p3,2073121,产品
2073121,n0p4,业绩比较基准
n0p4,2073121,产品
2073121,n60p5,发行机构
n60p5,2073121,产品
2073121,n60p6,发行机构代码
n60p6,2073121,产品
2073121,n0p7,募集方式
n0p7,2073121,产品
2073121,n0p8,运作模式
n0p8,2073121,产品
2073121,n0p9,投资性质
n0p9,2073121,产品
2073121,n0p10,募集币种
n0p10,2073121,产品
2073121,n2p11,风险等级编号
n2p11,2073121,产品
2073121,n2p12,风险等级
n2p12,2073121,产品
2073121,n78p13,募集起始日期
n78p13,2073121,产品
2073121,n78p13,募集结束日期
n78p13,2073121,产品
2073121,n42p13,产品起始日期
n42p13,2073121,产品
2073121,n89p16,产品终止日期
n89p16,2073121,产品
2073121,n0p17,产品状态
n0p17,2073121,产品
2073121,n85p18,实际天数（天）
n85p18,2073121,产品
2073121,n2p19,收益类型
n2p19,2073121,产品
2073121,n60p20,产品销售区域
n60p20,2073121,产品
2073121,n2p21,机构类别
n2p21,2073121,产品
2073121,n7p22,认购价格
n7p22,2073121,产品
2072589,n299p0,登记编码
n299p0,2072589,产品
2072589,n9p3,期限类型
n9p3,2072589,产品
2072589,n0p4,业绩比较基准
n0p4,2072589,产品
2072589,n299p5,发行机构
n299p5,2072589,产品
2072589,n299p6,发行机构代码
n299p6,2072589,产品
2072589,n0p7,募集方式
n0p7,2072589,产品
2072589,n15p8,运作模式
n15p8,2072589,产品
2072589,n0p9,投资性质
n0p9,2072589,产品
2072589,n0p10,募集币种
n0p10,2072589,产品
2072589,n2p11,风险等级编号
n2p11,2072589,产品
2072589,n2p12,风险等级
n2p12,2072589,产品
2072589,n78p13,募集起始日期
n78p13,2072589,产品
2072589,n78p13,募集结束日期
n78p13,2072589,产品
2072589,n46p13,产品起始日期
n46p13,2072589,产品
2072589,n299p16,产品终止日期
n299p16,2072589,产品
2072589,n0p17,产品状态
n0p17,2072589,产品
2072589,n299p18,实际天数（天）
n299p18,2072589,产品
2072589,n2p19,收益类型
n2p19,2072589,产品
2072589,n299p20,产品销售区域
n299p20,2072589,产品
2072589,n2p21,机构类别
n2p21,2072589,产品
2072589,n7p22,认购价格
n7p22,2072589,产品
2071876,n300p0,登记编码
n300p0,2071876,产品
2071876,n9p3,期限类型
n9p3,2071876,产品
2071876,n0p11,业绩比较基准
n0p11,2071876,产品
2071876,n75p5,发行机构
n75p5,2071876,产品
2071876,n75p6,发行机构代码
n75p6,2071876,产品
2071876,n0p7,募集方式
n0p7,2071876,产品
2071876,n0p8,运作模式
n0p8,2071876,产品
2071876,n0p9,投资性质
n0p9,2071876,产品
2071876,n0p10,募集币种
n0p10,2071876,产品
2071876,n2p11,风险等级编号
n2p11,2071876,产品
2071876,n2p12,风险等级
n2p12,2071876,产品
2071876,n78p13,募集起始日期
n78p13,2071876,产品
2071876,n78p13,募集结束日期
n78p13,2071876,产品
2071876,n42p13,产品起始日期
n42p13,2071876,产品
2071876,n33p16,产品终止日期
n33p16,2071876,产品
2071876,n0p17,产品状态
n0p17,2071876,产品
2071876,n39p18,实际天数（天）
n39p18,2071876,产品
2071876,n2p19,收益类型
n2p19,2071876,产品
2071876,n75p20,产品销售区域
n75p20,2071876,产品
2071876,n2p21,机构类别
n2p21,2071876,产品
2071876,n7p22,认购价格
n7p22,2071876,产品
2071733,n301p0,登记编码
n301p0,2071733,产品
2071733,n42p3,期限类型
n42p3,2071733,产品
2071733,n0p4,业绩比较基准
n0p4,2071733,产品
2071733,n301p5,发行机构
n301p5,2071733,产品
2071733,n301p6,发行机构代码
n301p6,2071733,产品
2071733,n0p7,募集方式
n0p7,2071733,产品
2071733,n9p8,运作模式
n9p8,2071733,产品
2071733,n0p9,投资性质
n0p9,2071733,产品
2071733,n0p10,募集币种
n0p10,2071733,产品
2071733,n88p11,风险等级编号
n88p11,2071733,产品
2071733,n88p12,风险等级
n88p12,2071733,产品
2071733,n78p13,募集起始日期
n78p13,2071733,产品
2071733,n78p13,募集结束日期
n78p13,2071733,产品
2071733,n36p13,产品起始日期
n36p13,2071733,产品
2071733,n301p16,产品终止日期
n301p16,2071733,产品
2071733,n0p17,产品状态
n0p17,2071733,产品
2071733,n301p18,实际天数（天）
n301p18,2071733,产品
2071733,n2p19,收益类型
n2p19,2071733,产品
2071733,n301p20,产品销售区域
n301p20,2071733,产品
2071733,n82p21,机构类别
n82p21,2071733,产品
2071733,n82p22,认购价格
n82p22,2071733,产品
2069407,n302p0,登记编码
n302p0,2069407,产品
2069407,n9p3,期限类型
n9p3,2069407,产品
2069407,n0p4,业绩比较基准
n0p4,2069407,产品
2069407,n2p5,发行机构
n2p5,2069407,产品
2069407,n2p6,发行机构代码
n2p6,2069407,产品
2069407,n0p7,募集方式
n0p7,2069407,产品
2069407,n9p8,运作模式
n9p8,2069407,产品
2069407,n0p9,投资性质
n0p9,2069407,产品
2069407,n0p10,募集币种
n0p10,2069407,产品
2069407,n2p11,风险等级编号
n2p11,2069407,产品
2069407,n2p12,风险等级
n2p12,2069407,产品
2069407,n78p13,募集起始日期
n78p13,2069407,产品
2069407,n78p13,募集结束日期
n78p13,2069407,产品
2069407,n42p13,产品起始日期
n42p13,2069407,产品
2069407,n148p16,产品终止日期
n148p16,2069407,产品
2069407,n0p17,产品状态
n0p17,2069407,产品
2069407,n302p18,实际天数（天）
n302p18,2069407,产品
2069407,n2p19,收益类型
n2p19,2069407,产品
2069407,n2p20,产品销售区域
n2p20,2069407,产品
2069407,n2p21,机构类别
n2p21,2069407,产品
2069407,n7p22,认购价格
n7p22,2069407,产品
2059033,n303p0,登记编码
n303p0,2059033,产品
2059033,n42p3,期限类型
n42p3,2059033,产品
2059033,n0p4,业绩比较基准
n0p4,2059033,产品
2059033,n88p5,发行机构
n88p5,2059033,产品
2059033,n88p6,发行机构代码
n88p6,2059033,产品
2059033,n2p7,募集方式
n2p7,2059033,产品
2059033,n9p8,运作模式
n9p8,2059033,产品
2059033,n0p9,投资性质
n0p9,2059033,产品
2059033,n0p10,募集币种
n0p10,2059033,产品
2059033,n88p11,风险等级编号
n88p11,2059033,产品
2059033,n88p12,风险等级
n88p12,2059033,产品
2059033,n78p13,募集起始日期
n78p13,2059033,产品
2059033,n78p13,募集结束日期
n78p13,2059033,产品
2059033,n32p13,产品起始日期
n32p13,2059033,产品
2059033,n42p16,产品终止日期
n42p16,2059033,产品
2059033,n0p17,产品状态
n0p17,2059033,产品
2059033,n303p18,实际天数（天）
n303p18,2059033,产品
2059033,n2p19,收益类型
n2p19,2059033,产品
2059033,n50p20,产品销售区域
n50p20,2059033,产品
2059033,n0p21,机构类别
n0p21,2059033,产品
2059033,n66p22,认购价格
n66p22,2059033,产品
2046550,n304p0,登记编码
n304p0,2046550,产品
2046550,n42p3,期限类型
n42p3,2046550,产品
2046550,n0p4,业绩比较基准
n0p4,2046550,产品
2046550,n88p5,发行机构
n88p5,2046550,产品
2046550,n88p6,发行机构代码
n88p6,2046550,产品
2046550,n0p7,募集方式
n0p7,2046550,产品
2046550,n9p8,运作模式
n9p8,2046550,产品
2046550,n28p9,投资性质
n28p9,2046550,产品
2046550,n0p10,募集币种
n0p10,2046550,产品
2046550,n88p11,风险等级编号
n88p11,2046550,产品
2046550,n88p12,风险等级
n88p12,2046550,产品
2046550,n78p13,募集起始日期
n78p13,2046550,产品
2046550,n78p13,募集结束日期
n78p13,2046550,产品
2046550,n36p13,产品起始日期
n36p13,2046550,产品
2046550,n304p16,产品终止日期
n304p16,2046550,产品
2046550,n0p17,产品状态
n0p17,2046550,产品
2046550,n304p18,实际天数（天）
n304p18,2046550,产品
2046550,n2p19,收益类型
n2p19,2046550,产品
2046550,n50p20,产品销售区域
n50p20,2046550,产品
2046550,n0p21,机构类别
n0p21,2046550,产品
2046550,n7p22,认购价格
n7p22,2046550,产品
2083939,n305p0,登记编码
n305p0,2083939,产品
2083939,n9p3,期限类型
n9p3,2083939,产品
2083939,n0p11,业绩比较基准
n0p11,2083939,产品
2083939,n178p5,发行机构
n178p5,2083939,产品
2083939,n178p6,发行机构代码
n178p6,2083939,产品
2083939,n2p7,募集方式
n2p7,2083939,产品
2083939,n0p8,运作模式
n0p8,2083939,产品
2083939,n0p9,投资性质
n0p9,2083939,产品
2083939,n0p10,募集币种
n0p10,2083939,产品
2083939,n2p11,风险等级编号
n2p11,2083939,产品
2083939,n2p12,风险等级
n2p12,2083939,产品
2083939,n95p13,募集起始日期
n95p13,2083939,产品
2083939,n95p13,募集结束日期
n95p13,2083939,产品
2083939,n78p13,产品起始日期
n78p13,2083939,产品
2083939,n51p16,产品终止日期
n51p16,2083939,产品
2083939,n0p17,产品状态
n0p17,2083939,产品
2083939,n73p18,实际天数（天）
n73p18,2083939,产品
2083939,n2p19,收益类型
n2p19,2083939,产品
2083939,n123p20,产品销售区域
n123p20,2083939,产品
2083939,n50p21,机构类别
n50p21,2083939,产品
2083939,n305p22,认购价格
n305p22,2083939,产品
2081606,n306p0,登记编码
n306p0,2081606,产品
2081606,n9p3,期限类型
n9p3,2081606,产品
2081606,n0p11,业绩比较基准
n0p11,2081606,产品
2081606,n95p5,发行机构
n95p5,2081606,产品
2081606,n95p6,发行机构代码
n95p6,2081606,产品
2081606,n0p7,募集方式
n0p7,2081606,产品
2081606,n0p8,运作模式
n0p8,2081606,产品
2081606,n0p9,投资性质
n0p9,2081606,产品
2081606,n0p10,募集币种
n0p10,2081606,产品
2081606,n2p11,风险等级编号
n2p11,2081606,产品
2081606,n2p12,风险等级
n2p12,2081606,产品
2081606,n95p13,募集起始日期
n95p13,2081606,产品
2081606,n95p13,募集结束日期
n95p13,2081606,产品
2081606,n46p13,产品起始日期
n46p13,2081606,产品
2081606,n146p16,产品终止日期
n146p16,2081606,产品
2081606,n0p17,产品状态
n0p17,2081606,产品
2081606,n306p18,实际天数（天）
n306p18,2081606,产品
2081606,n2p19,收益类型
n2p19,2081606,产品
2081606,n95p20,产品销售区域
n95p20,2081606,产品
2081606,n2p21,机构类别
n2p21,2081606,产品
2081606,n7p22,认购价格
n7p22,2081606,产品
2081605,n307p0,登记编码
n307p0,2081605,产品
2081605,n9p3,期限类型
n9p3,2081605,产品
2081605,n0p11,业绩比较基准
n0p11,2081605,产品
2081605,n95p5,发行机构
n95p5,2081605,产品
2081605,n95p6,发行机构代码
n95p6,2081605,产品
2081605,n0p7,募集方式
n0p7,2081605,产品
2081605,n0p8,运作模式
n0p8,2081605,产品
2081605,n0p9,投资性质
n0p9,2081605,产品
2081605,n0p10,募集币种
n0p10,2081605,产品
2081605,n2p11,风险等级编号
n2p11,2081605,产品
2081605,n2p12,风险等级
n2p12,2081605,产品
2081605,n95p13,募集起始日期
n95p13,2081605,产品
2081605,n95p13,募集结束日期
n95p13,2081605,产品
2081605,n46p13,产品起始日期
n46p13,2081605,产品
2081605,n146p16,产品终止日期
n146p16,2081605,产品
2081605,n0p17,产品状态
n0p17,2081605,产品
2081605,n306p18,实际天数（天）
n306p18,2081605,产品
2081605,n2p19,收益类型
n2p19,2081605,产品
2081605,n95p20,产品销售区域
n95p20,2081605,产品
2081605,n2p21,机构类别
n2p21,2081605,产品
2081605,n0p22,认购价格
n0p22,2081605,产品
2081430,n308p0,登记编码
n308p0,2081430,产品
2081430,n13p3,期限类型
n13p3,2081430,产品
2081430,n0p4,业绩比较基准
n0p4,2081430,产品
2081430,n96p5,发行机构
n96p5,2081430,产品
2081430,n96p6,发行机构代码
n96p6,2081430,产品
2081430,n0p7,募集方式
n0p7,2081430,产品
2081430,n0p8,运作模式
n0p8,2081430,产品
2081430,n0p9,投资性质
n0p9,2081430,产品
2081430,n0p10,募集币种
n0p10,2081430,产品
2081430,n2p11,风险等级编号
n2p11,2081430,产品
2081430,n2p12,风险等级
n2p12,2081430,产品
2081430,n95p13,募集起始日期
n95p13,2081430,产品
2081430,n95p13,募集结束日期
n95p13,2081430,产品
2081430,n53p13,产品起始日期
n53p13,2081430,产品
2081430,n89p16,产品终止日期
n89p16,2081430,产品
2081430,n0p17,产品状态
n0p17,2081430,产品
2081430,n97p18,实际天数（天）
n97p18,2081430,产品
2081430,n2p19,收益类型
n2p19,2081430,产品
2081430,n96p20,产品销售区域
n96p20,2081430,产品
2081430,n2p21,机构类别
n2p21,2081430,产品
2081430,n7p22,认购价格
n7p22,2081430,产品
2081428,n309p0,登记编码
n309p0,2081428,产品
2081428,n13p3,期限类型
n13p3,2081428,产品
2081428,n0p4,业绩比较基准
n0p4,2081428,产品
2081428,n96p5,发行机构
n96p5,2081428,产品
2081428,n96p6,发行机构代码
n96p6,2081428,产品
2081428,n0p7,募集方式
n0p7,2081428,产品
2081428,n0p8,运作模式
n0p8,2081428,产品
2081428,n0p9,投资性质
n0p9,2081428,产品
2081428,n0p10,募集币种
n0p10,2081428,产品
2081428,n2p11,风险等级编号
n2p11,2081428,产品
2081428,n2p12,风险等级
n2p12,2081428,产品
2081428,n95p13,募集起始日期
n95p13,2081428,产品
2081428,n95p13,募集结束日期
n95p13,2081428,产品
2081428,n53p13,产品起始日期
n53p13,2081428,产品
2081428,n96p16,产品终止日期
n96p16,2081428,产品
2081428,n0p17,产品状态
n0p17,2081428,产品
2081428,n13p18,实际天数（天）
n13p18,2081428,产品
2081428,n2p19,收益类型
n2p19,2081428,产品
2081428,n96p20,产品销售区域
n96p20,2081428,产品
2081428,n2p21,机构类别
n2p21,2081428,产品
2081428,n7p22,认购价格
n7p22,2081428,产品
2081324,n310p0,登记编码
n310p0,2081324,产品
2081324,n9p3,期限类型
n9p3,2081324,产品
2081324,n0p11,业绩比较基准
n0p11,2081324,产品
2081324,n95p5,发行机构
n95p5,2081324,产品
2081324,n95p6,发行机构代码
n95p6,2081324,产品
2081324,n0p7,募集方式
n0p7,2081324,产品
2081324,n0p8,运作模式
n0p8,2081324,产品
2081324,n0p9,投资性质
n0p9,2081324,产品
2081324,n0p10,募集币种
n0p10,2081324,产品
2081324,n2p11,风险等级编号
n2p11,2081324,产品
2081324,n2p12,风险等级
n2p12,2081324,产品
2081324,n95p13,募集起始日期
n95p13,2081324,产品
2081324,n95p13,募集结束日期
n95p13,2081324,产品
2081324,n46p13,产品起始日期
n46p13,2081324,产品
2081324,n33p16,产品终止日期
n33p16,2081324,产品
2081324,n0p17,产品状态
n0p17,2081324,产品
2081324,n37p18,实际天数（天）
n37p18,2081324,产品
2081324,n2p19,收益类型
n2p19,2081324,产品
2081324,n95p20,产品销售区域
n95p20,2081324,产品
2081324,n2p21,机构类别
n2p21,2081324,产品
2081324,n0p22,认购价格
n0p22,2081324,产品
2079241,n311p0,登记编码
n311p0,2079241,产品
2079241,n9p3,期限类型
n9p3,2079241,产品
2079241,n0p4,业绩比较基准
n0p4,2079241,产品
2079241,n50p5,发行机构
n50p5,2079241,产品
2079241,n50p6,发行机构代码
n50p6,2079241,产品
2079241,n0p7,募集方式
n0p7,2079241,产品
2079241,n0p8,运作模式
n0p8,2079241,产品
2079241,n0p9,投资性质
n0p9,2079241,产品
2079241,n0p10,募集币种
n0p10,2079241,产品
2079241,n2p11,风险等级编号
n2p11,2079241,产品
2079241,n2p12,风险等级
n2p12,2079241,产品
2079241,n95p13,募集起始日期
n95p13,2079241,产品
2079241,n95p13,募集结束日期
n95p13,2079241,产品
2079241,n55p13,产品起始日期
n55p13,2079241,产品
2079241,n133p16,产品终止日期
n133p16,2079241,产品
2079241,n0p17,产品状态
n0p17,2079241,产品
2079241,n27p18,实际天数（天）
n27p18,2079241,产品
2079241,n2p19,收益类型
n2p19,2079241,产品
2079241,n50p20,产品销售区域
n50p20,2079241,产品
2079241,n50p21,机构类别
n50p21,2079241,产品
2079241,n7p22,认购价格
n7p22,2079241,产品
2079237,n312p0,登记编码
n312p0,2079237,产品
2079237,n9p3,期限类型
n9p3,2079237,产品
2079237,n0p4,业绩比较基准
n0p4,2079237,产品
2079237,n50p5,发行机构
n50p5,2079237,产品
2079237,n50p6,发行机构代码
n50p6,2079237,产品
2079237,n0p7,募集方式
n0p7,2079237,产品
2079237,n0p8,运作模式
n0p8,2079237,产品
2079237,n0p9,投资性质
n0p9,2079237,产品
2079237,n0p10,募集币种
n0p10,2079237,产品
2079237,n2p11,风险等级编号
n2p11,2079237,产品
2079237,n2p12,风险等级
n2p12,2079237,产品
2079237,n95p13,募集起始日期
n95p13,2079237,产品
2079237,n95p13,募集结束日期
n95p13,2079237,产品
2079237,n55p13,产品起始日期
n55p13,2079237,产品
2079237,n312p16,产品终止日期
n312p16,2079237,产品
2079237,n0p17,产品状态
n0p17,2079237,产品
2079237,n134p18,实际天数（天）
n134p18,2079237,产品
2079237,n2p19,收益类型
n2p19,2079237,产品
2079237,n50p20,产品销售区域
n50p20,2079237,产品
2079237,n50p21,机构类别
n50p21,2079237,产品
2079237,n7p22,认购价格
n7p22,2079237,产品
2079236,n313p0,登记编码
n313p0,2079236,产品
2079236,n9p3,期限类型
n9p3,2079236,产品
2079236,n0p4,业绩比较基准
n0p4,2079236,产品
2079236,n50p5,发行机构
n50p5,2079236,产品
2079236,n50p6,发行机构代码
n50p6,2079236,产品
2079236,n0p7,募集方式
n0p7,2079236,产品
2079236,n0p8,运作模式
n0p8,2079236,产品
2079236,n0p9,投资性质
n0p9,2079236,产品
2079236,n0p10,募集币种
n0p10,2079236,产品
2079236,n2p11,风险等级编号
n2p11,2079236,产品
2079236,n2p12,风险等级
n2p12,2079236,产品
2079236,n95p13,募集起始日期
n95p13,2079236,产品
2079236,n95p13,募集结束日期
n95p13,2079236,产品
2079236,n55p13,产品起始日期
n55p13,2079236,产品
2079236,n16p16,产品终止日期
n16p16,2079236,产品
2079236,n0p17,产品状态
n0p17,2079236,产品
2079236,n135p18,实际天数（天）
n135p18,2079236,产品
2079236,n2p19,收益类型
n2p19,2079236,产品
2079236,n50p20,产品销售区域
n50p20,2079236,产品
2079236,n50p21,机构类别
n50p21,2079236,产品
2079236,n7p22,认购价格
n7p22,2079236,产品
2079049,n314p0,登记编码
n314p0,2079049,产品
2079049,n9p3,期限类型
n9p3,2079049,产品
2079049,n0p4,业绩比较基准
n0p4,2079049,产品
2079049,n50p5,发行机构
n50p5,2079049,产品
2079049,n50p6,发行机构代码
n50p6,2079049,产品
2079049,n0p7,募集方式
n0p7,2079049,产品
2079049,n0p8,运作模式
n0p8,2079049,产品
2079049,n28p9,投资性质
n28p9,2079049,产品
2079049,n0p10,募集币种
n0p10,2079049,产品
2079049,n2p11,风险等级编号
n2p11,2079049,产品
2079049,n2p12,风险等级
n2p12,2079049,产品
2079049,n95p13,募集起始日期
n95p13,2079049,产品
2079049,n95p13,募集结束日期
n95p13,2079049,产品
2079049,n55p13,产品起始日期
n55p13,2079049,产品
2079049,n8p16,产品终止日期
n8p16,2079049,产品
2079049,n0p17,产品状态
n0p17,2079049,产品
2079049,n314p18,实际天数（天）
n314p18,2079049,产品
2079049,n2p19,收益类型
n2p19,2079049,产品
2079049,n82p20,产品销售区域
n82p20,2079049,产品
2079049,n50p21,机构类别
n50p21,2079049,产品
2079049,n7p22,认购价格
n7p22,2079049,产品
2078960,n315p0,登记编码
n315p0,2078960,产品
2078960,n42p3,期限类型
n42p3,2078960,产品
2078960,n0p11,业绩比较基准
