:START_ID,:END_ID,:TYPE
n1244p18,2065765,产品
2065765,n2p19,收益类型
n2p19,2065765,产品
2065765,n177p20,产品销售区域
n177p20,2065765,产品
2065765,n2p21,机构类别
n2p21,2065765,产品
2065765,n7p22,认购价格
n7p22,2065765,产品
2064821,n1245p0,登记编码
n1245p0,2064821,产品
2064821,n9p3,期限类型
n9p3,2064821,产品
2064821,n0p4,业绩比较基准
n0p4,2064821,产品
2064821,n729p5,发行机构
n729p5,2064821,产品
2064821,n729p6,发行机构代码
n729p6,2064821,产品
2064821,n0p7,募集方式
n0p7,2064821,产品
2064821,n0p8,运作模式
n0p8,2064821,产品
2064821,n0p9,投资性质
n0p9,2064821,产品
2064821,n0p10,募集币种
n0p10,2064821,产品
2064821,n2p11,风险等级编号
n2p11,2064821,产品
2064821,n2p12,风险等级
n2p12,2064821,产品
2064821,n483p13,募集起始日期
n483p13,2064821,产品
2064821,n483p13,募集结束日期
n483p13,2064821,产品
2064821,n78p13,产品起始日期
n78p13,2064821,产品
2064821,n33p16,产品终止日期
n33p16,2064821,产品
2064821,n420p17,产品状态
n420p17,2064821,产品
2064821,n24p18,实际天数（天）
n24p18,2064821,产品
2064821,n2p19,收益类型
n2p19,2064821,产品
2064821,n175p20,产品销售区域
n175p20,2064821,产品
2064821,n2p21,机构类别
n2p21,2064821,产品
2064821,n7p22,认购价格
n7p22,2064821,产品
2064789,n1246p0,登记编码
n1246p0,2064789,产品
2064789,n9p3,期限类型
n9p3,2064789,产品
2064789,n0p4,业绩比较基准
n0p4,2064789,产品
2064789,n729p5,发行机构
n729p5,2064789,产品
2064789,n729p6,发行机构代码
n729p6,2064789,产品
2064789,n0p7,募集方式
n0p7,2064789,产品
2064789,n0p8,运作模式
n0p8,2064789,产品
2064789,n0p9,投资性质
n0p9,2064789,产品
2064789,n0p10,募集币种
n0p10,2064789,产品
2064789,n0p11,风险等级编号
n0p11,2064789,产品
2064789,n0p12,风险等级
n0p12,2064789,产品
2064789,n483p13,募集起始日期
n483p13,2064789,产品
2064789,n483p13,募集结束日期
n483p13,2064789,产品
2064789,n78p13,产品起始日期
n78p13,2064789,产品
2064789,n48p16,产品终止日期
n48p16,2064789,产品
2064789,n420p17,产品状态
n420p17,2064789,产品
2064789,n108p18,实际天数（天）
n108p18,2064789,产品
2064789,n0p19,收益类型
n0p19,2064789,产品
2064789,n175p20,产品销售区域
n175p20,2064789,产品
2064789,n2p21,机构类别
n2p21,2064789,产品
2064789,n7p22,认购价格
n7p22,2064789,产品
2064541,n1247p0,登记编码
n1247p0,2064541,产品
2064541,n15p3,期限类型
n15p3,2064541,产品
2064541,n0p11,业绩比较基准
n0p11,2064541,产品
2064541,n168p5,发行机构
n168p5,2064541,产品
2064541,n168p6,发行机构代码
n168p6,2064541,产品
2064541,n0p7,募集方式
n0p7,2064541,产品
2064541,n15p8,运作模式
n15p8,2064541,产品
2064541,n28p9,投资性质
n28p9,2064541,产品
2064541,n0p10,募集币种
n0p10,2064541,产品
2064541,n88p11,风险等级编号
n88p11,2064541,产品
2064541,n88p12,风险等级
n88p12,2064541,产品
2064541,n483p13,募集起始日期
n483p13,2064541,产品
2064541,n483p13,募集结束日期
n483p13,2064541,产品
2064541,n55p13,产品起始日期
n55p13,2064541,产品
2064541,n1247p16,产品终止日期
n1247p16,2064541,产品
2064541,n420p17,产品状态
n420p17,2064541,产品
2064541,n1247p18,实际天数（天）
n1247p18,2064541,产品
2064541,n2p19,收益类型
n2p19,2064541,产品
2064541,n50p20,产品销售区域
n50p20,2064541,产品
2064541,n82p21,机构类别
n82p21,2064541,产品
2064541,n56p22,认购价格
n56p22,2064541,产品
2063834,n1248p0,登记编码
n1248p0,2063834,产品
2063834,n9p3,期限类型
n9p3,2063834,产品
2063834,n0p11,业绩比较基准
n0p11,2063834,产品
2063834,n161p5,发行机构
n161p5,2063834,产品
2063834,n161p6,发行机构代码
n161p6,2063834,产品
2063834,n0p7,募集方式
n0p7,2063834,产品
2063834,n9p8,运作模式
n9p8,2063834,产品
2063834,n0p9,投资性质
n0p9,2063834,产品
2063834,n0p10,募集币种
n0p10,2063834,产品
2063834,n2p11,风险等级编号
n2p11,2063834,产品
2063834,n2p12,风险等级
n2p12,2063834,产品
2063834,n483p13,募集起始日期
n483p13,2063834,产品
2063834,n483p13,募集结束日期
n483p13,2063834,产品
2063834,n55p13,产品起始日期
n55p13,2063834,产品
2063834,n57p16,产品终止日期
n57p16,2063834,产品
2063834,n420p17,产品状态
n420p17,2063834,产品
2063834,n39p18,实际天数（天）
n39p18,2063834,产品
2063834,n2p19,收益类型
n2p19,2063834,产品
2063834,n161p20,产品销售区域
n161p20,2063834,产品
2063834,n2p21,机构类别
n2p21,2063834,产品
2063834,n7p22,认购价格
n7p22,2063834,产品
2063790,n1249p0,登记编码
n1249p0,2063790,产品
2063790,n9p3,期限类型
n9p3,2063790,产品
2063790,n0p4,业绩比较基准
n0p4,2063790,产品
2063790,n178p5,发行机构
n178p5,2063790,产品
2063790,n178p6,发行机构代码
n178p6,2063790,产品
2063790,n0p7,募集方式
n0p7,2063790,产品
2063790,n9p8,运作模式
n9p8,2063790,产品
2063790,n0p9,投资性质
n0p9,2063790,产品
2063790,n0p10,募集币种
n0p10,2063790,产品
2063790,n2p11,风险等级编号
n2p11,2063790,产品
2063790,n2p12,风险等级
n2p12,2063790,产品
2063790,n483p13,募集起始日期
n483p13,2063790,产品
2063790,n483p13,募集结束日期
n483p13,2063790,产品
2063790,n78p13,产品起始日期
n78p13,2063790,产品
2063790,n45p16,产品终止日期
n45p16,2063790,产品
2063790,n420p17,产品状态
n420p17,2063790,产品
2063790,n169p18,实际天数（天）
n169p18,2063790,产品
2063790,n2p19,收益类型
n2p19,2063790,产品
2063790,n198p20,产品销售区域
n198p20,2063790,产品
2063790,n50p21,机构类别
n50p21,2063790,产品
2063790,n0p22,认购价格
n0p22,2063790,产品
2063061,n1250p0,登记编码
n1250p0,2063061,产品
2063061,n13p3,期限类型
n13p3,2063061,产品
2063061,n0p11,业绩比较基准
n0p11,2063061,产品
2063061,n735p5,发行机构
n735p5,2063061,产品
2063061,n735p6,发行机构代码
n735p6,2063061,产品
2063061,n0p7,募集方式
n0p7,2063061,产品
2063061,n9p8,运作模式
n9p8,2063061,产品
2063061,n0p9,投资性质
n0p9,2063061,产品
2063061,n0p10,募集币种
n0p10,2063061,产品
2063061,n2p11,风险等级编号
n2p11,2063061,产品
2063061,n2p12,风险等级
n2p12,2063061,产品
2063061,n483p13,募集起始日期
n483p13,2063061,产品
2063061,n483p13,募集结束日期
n483p13,2063061,产品
2063061,n78p13,产品起始日期
n78p13,2063061,产品
2063061,n126p16,产品终止日期
n126p16,2063061,产品
2063061,n420p17,产品状态
n420p17,2063061,产品
2063061,n105p18,实际天数（天）
n105p18,2063061,产品
2063061,n2p19,收益类型
n2p19,2063061,产品
2063061,n735p20,产品销售区域
n735p20,2063061,产品
2063061,n2p21,机构类别
n2p21,2063061,产品
2063061,n7p22,认购价格
n7p22,2063061,产品
2063047,n1251p0,登记编码
n1251p0,2063047,产品
2063047,n9p3,期限类型
n9p3,2063047,产品
2063047,n0p11,业绩比较基准
n0p11,2063047,产品
2063047,n735p5,发行机构
n735p5,2063047,产品
2063047,n735p6,发行机构代码
n735p6,2063047,产品
2063047,n0p7,募集方式
n0p7,2063047,产品
2063047,n0p8,运作模式
n0p8,2063047,产品
2063047,n0p9,投资性质
n0p9,2063047,产品
2063047,n0p10,募集币种
n0p10,2063047,产品
2063047,n2p11,风险等级编号
n2p11,2063047,产品
2063047,n2p12,风险等级
n2p12,2063047,产品
2063047,n483p13,募集起始日期
n483p13,2063047,产品
2063047,n483p13,募集结束日期
n483p13,2063047,产品
2063047,n78p13,产品起始日期
n78p13,2063047,产品
2063047,n125p16,产品终止日期
n125p16,2063047,产品
2063047,n420p17,产品状态
n420p17,2063047,产品
2063047,n85p18,实际天数（天）
n85p18,2063047,产品
2063047,n2p19,收益类型
n2p19,2063047,产品
2063047,n735p20,产品销售区域
n735p20,2063047,产品
2063047,n2p21,机构类别
n2p21,2063047,产品
2063047,n7p22,认购价格
n7p22,2063047,产品
2063046,n1252p0,登记编码
n1252p0,2063046,产品
2063046,n0p3,期限类型
n0p3,2063046,产品
2063046,n0p11,业绩比较基准
n0p11,2063046,产品
2063046,n735p5,发行机构
n735p5,2063046,产品
2063046,n735p6,发行机构代码
n735p6,2063046,产品
2063046,n0p7,募集方式
n0p7,2063046,产品
2063046,n0p8,运作模式
n0p8,2063046,产品
2063046,n0p9,投资性质
n0p9,2063046,产品
2063046,n0p10,募集币种
n0p10,2063046,产品
2063046,n2p11,风险等级编号
n2p11,2063046,产品
2063046,n2p12,风险等级
n2p12,2063046,产品
2063046,n483p13,募集起始日期
n483p13,2063046,产品
2063046,n483p13,募集结束日期
n483p13,2063046,产品
2063046,n78p13,产品起始日期
n78p13,2063046,产品
2063046,n316p16,产品终止日期
n316p16,2063046,产品
2063046,n420p17,产品状态
n420p17,2063046,产品
2063046,n2p18,实际天数（天）
n2p18,2063046,产品
2063046,n2p19,收益类型
n2p19,2063046,产品
2063046,n735p20,产品销售区域
n735p20,2063046,产品
2063046,n2p21,机构类别
n2p21,2063046,产品
2063046,n7p22,认购价格
n7p22,2063046,产品
2062261,n1253p0,登记编码
n1253p0,2062261,产品
2062261,n15p3,期限类型
n15p3,2062261,产品
2062261,n0p4,业绩比较基准
n0p4,2062261,产品
2062261,n434p5,发行机构
n434p5,2062261,产品
2062261,n434p6,发行机构代码
n434p6,2062261,产品
2062261,n0p7,募集方式
n0p7,2062261,产品
2062261,n15p8,运作模式
n15p8,2062261,产品
2062261,n0p9,投资性质
n0p9,2062261,产品
2062261,n0p10,募集币种
n0p10,2062261,产品
2062261,n2p11,风险等级编号
n2p11,2062261,产品
2062261,n2p12,风险等级
n2p12,2062261,产品
2062261,n483p13,募集起始日期
n483p13,2062261,产品
2062261,n483p13,募集结束日期
n483p13,2062261,产品
2062261,n78p13,产品起始日期
n78p13,2062261,产品
2062261,n1253p16,产品终止日期
n1253p16,2062261,产品
2062261,n420p17,产品状态
n420p17,2062261,产品
2062261,n1253p18,实际天数（天）
n1253p18,2062261,产品
2062261,n2p19,收益类型
n2p19,2062261,产品
2062261,n434p20,产品销售区域
n434p20,2062261,产品
2062261,n2p21,机构类别
n2p21,2062261,产品
2062261,n7p22,认购价格
n7p22,2062261,产品
2060419,n1254p0,登记编码
n1254p0,2060419,产品
2060419,n9p3,期限类型
n9p3,2060419,产品
2060419,n0p11,业绩比较基准
n0p11,2060419,产品
2060419,n123p5,发行机构
n123p5,2060419,产品
2060419,n123p6,发行机构代码
n123p6,2060419,产品
2060419,n0p7,募集方式
n0p7,2060419,产品
2060419,n0p8,运作模式
n0p8,2060419,产品
2060419,n28p9,投资性质
n28p9,2060419,产品
2060419,n0p10,募集币种
n0p10,2060419,产品
2060419,n2p11,风险等级编号
n2p11,2060419,产品
2060419,n2p12,风险等级
n2p12,2060419,产品
2060419,n483p13,募集起始日期
n483p13,2060419,产品
2060419,n483p13,募集结束日期
n483p13,2060419,产品
2060419,n63p13,产品起始日期
n63p13,2060419,产品
2060419,n221p16,产品终止日期
n221p16,2060419,产品
2060419,n420p17,产品状态
n420p17,2060419,产品
2060419,n230p18,实际天数（天）
n230p18,2060419,产品
2060419,n2p19,收益类型
n2p19,2060419,产品
2060419,n38p20,产品销售区域
n38p20,2060419,产品
2060419,n50p21,机构类别
n50p21,2060419,产品
2060419,n0p22,认购价格
n0p22,2060419,产品
2059351,n1255p0,登记编码
n1255p0,2059351,产品
2059351,n9p3,期限类型
n9p3,2059351,产品
2059351,n0p4,业绩比较基准
n0p4,2059351,产品
2059351,n144p5,发行机构
n144p5,2059351,产品
2059351,n144p6,发行机构代码
n144p6,2059351,产品
2059351,n0p7,募集方式
n0p7,2059351,产品
2059351,n0p8,运作模式
n0p8,2059351,产品
2059351,n0p9,投资性质
n0p9,2059351,产品
2059351,n0p10,募集币种
n0p10,2059351,产品
2059351,n2p11,风险等级编号
n2p11,2059351,产品
2059351,n2p12,风险等级
n2p12,2059351,产品
2059351,n483p13,募集起始日期
n483p13,2059351,产品
2059351,n483p13,募集结束日期
n483p13,2059351,产品
2059351,n95p13,产品起始日期
n95p13,2059351,产品
2059351,n150p16,产品终止日期
n150p16,2059351,产品
2059351,n420p17,产品状态
n420p17,2059351,产品
2059351,n2p18,实际天数（天）
n2p18,2059351,产品
2059351,n2p19,收益类型
n2p19,2059351,产品
2059351,n126p20,产品销售区域
n126p20,2059351,产品
2059351,n0p21,机构类别
n0p21,2059351,产品
2059351,n7p22,认购价格
n7p22,2059351,产品
2059350,n1256p0,登记编码
n1256p0,2059350,产品
2059350,n9p3,期限类型
n9p3,2059350,产品
2059350,n0p4,业绩比较基准
n0p4,2059350,产品
2059350,n144p5,发行机构
n144p5,2059350,产品
2059350,n144p6,发行机构代码
n144p6,2059350,产品
2059350,n0p7,募集方式
n0p7,2059350,产品
2059350,n0p8,运作模式
n0p8,2059350,产品
2059350,n0p9,投资性质
n0p9,2059350,产品
2059350,n0p10,募集币种
n0p10,2059350,产品
2059350,n2p11,风险等级编号
n2p11,2059350,产品
2059350,n2p12,风险等级
n2p12,2059350,产品
2059350,n483p13,募集起始日期
n483p13,2059350,产品
2059350,n483p13,募集结束日期
n483p13,2059350,产品
2059350,n126p13,产品起始日期
n126p13,2059350,产品
2059350,n169p16,产品终止日期
n169p16,2059350,产品
2059350,n420p17,产品状态
n420p17,2059350,产品
2059350,n62p18,实际天数（天）
n62p18,2059350,产品
2059350,n2p19,收益类型
n2p19,2059350,产品
2059350,n126p20,产品销售区域
n126p20,2059350,产品
2059350,n0p21,机构类别
n0p21,2059350,产品
2059350,n7p22,认购价格
n7p22,2059350,产品
2059236,n1257p0,登记编码
n1257p0,2059236,产品
2059236,n9p3,期限类型
n9p3,2059236,产品
2059236,n0p4,业绩比较基准
n0p4,2059236,产品
2059236,n561p5,发行机构
n561p5,2059236,产品
2059236,n561p6,发行机构代码
n561p6,2059236,产品
2059236,n0p7,募集方式
n0p7,2059236,产品
2059236,n9p8,运作模式
n9p8,2059236,产品
2059236,n0p9,投资性质
n0p9,2059236,产品
2059236,n0p10,募集币种
n0p10,2059236,产品
2059236,n2p11,风险等级编号
n2p11,2059236,产品
2059236,n2p12,风险等级
n2p12,2059236,产品
2059236,n483p13,募集起始日期
n483p13,2059236,产品
2059236,n483p13,募集结束日期
n483p13,2059236,产品
2059236,n95p13,产品起始日期
n95p13,2059236,产品
2059236,n27p16,产品终止日期
n27p16,2059236,产品
2059236,n420p17,产品状态
n420p17,2059236,产品
2059236,n110p18,实际天数（天）
n110p18,2059236,产品
2059236,n2p19,收益类型
n2p19,2059236,产品
2059236,n561p20,产品销售区域
n561p20,2059236,产品
2059236,n2p21,机构类别
n2p21,2059236,产品
2059236,n7p22,认购价格
n7p22,2059236,产品
2058057,n1258p0,登记编码
n1258p0,2058057,产品
2058057,n9p3,期限类型
n9p3,2058057,产品
2058057,n0p4,业绩比较基准
n0p4,2058057,产品
2058057,n123p5,发行机构
n123p5,2058057,产品
2058057,n123p6,发行机构代码
n123p6,2058057,产品
2058057,n0p7,募集方式
n0p7,2058057,产品
2058057,n0p8,运作模式
n0p8,2058057,产品
2058057,n28p9,投资性质
n28p9,2058057,产品
2058057,n0p10,募集币种
n0p10,2058057,产品
2058057,n2p11,风险等级编号
n2p11,2058057,产品
2058057,n2p12,风险等级
n2p12,2058057,产品
2058057,n483p13,募集起始日期
n483p13,2058057,产品
2058057,n483p13,募集结束日期
n483p13,2058057,产品
2058057,n78p13,产品起始日期
n78p13,2058057,产品
2058057,n98p16,产品终止日期
n98p16,2058057,产品
2058057,n420p17,产品状态
n420p17,2058057,产品
2058057,n10p18,实际天数（天）
n10p18,2058057,产品
2058057,n2p19,收益类型
n2p19,2058057,产品
2058057,n364p20,产品销售区域
n364p20,2058057,产品
2058057,n50p21,机构类别
n50p21,2058057,产品
2058057,n0p22,认购价格
n0p22,2058057,产品
2058056,n1259p0,登记编码
n1259p0,2058056,产品
2058056,n9p3,期限类型
n9p3,2058056,产品
2058056,n0p4,业绩比较基准
n0p4,2058056,产品
2058056,n123p5,发行机构
n123p5,2058056,产品
2058056,n123p6,发行机构代码
n123p6,2058056,产品
2058056,n0p7,募集方式
n0p7,2058056,产品
2058056,n0p8,运作模式
n0p8,2058056,产品
2058056,n28p9,投资性质
n28p9,2058056,产品
2058056,n0p10,募集币种
n0p10,2058056,产品
2058056,n2p11,风险等级编号
n2p11,2058056,产品
2058056,n2p12,风险等级
n2p12,2058056,产品
2058056,n483p13,募集起始日期
n483p13,2058056,产品
2058056,n483p13,募集结束日期
n483p13,2058056,产品
2058056,n78p13,产品起始日期
n78p13,2058056,产品
2058056,n7p16,产品终止日期
n7p16,2058056,产品
2058056,n420p17,产品状态
n420p17,2058056,产品
2058056,n626p18,实际天数（天）
n626p18,2058056,产品
2058056,n2p19,收益类型
n2p19,2058056,产品
2058056,n364p20,产品销售区域
n364p20,2058056,产品
2058056,n50p21,机构类别
n50p21,2058056,产品
2058056,n0p22,认购价格
n0p22,2058056,产品
2055470,n1260p0,登记编码
n1260p0,2055470,产品
2055470,n13p3,期限类型
n13p3,2055470,产品
2055470,n0p4,业绩比较基准
n0p4,2055470,产品
2055470,n195p5,发行机构
n195p5,2055470,产品
2055470,n195p6,发行机构代码
n195p6,2055470,产品
2055470,n0p7,募集方式
n0p7,2055470,产品
2055470,n9p8,运作模式
n9p8,2055470,产品
2055470,n0p9,投资性质
n0p9,2055470,产品
2055470,n0p10,募集币种
n0p10,2055470,产品
2055470,n2p11,风险等级编号
n2p11,2055470,产品
2055470,n2p12,风险等级
n2p12,2055470,产品
2055470,n483p13,募集起始日期
n483p13,2055470,产品
2055470,n483p13,募集结束日期
n483p13,2055470,产品
2055470,n126p13,产品起始日期
n126p13,2055470,产品
2055470,n751p16,产品终止日期
n751p16,2055470,产品
2055470,n420p17,产品状态
n420p17,2055470,产品
2055470,n751p18,实际天数（天）
n751p18,2055470,产品
2055470,n2p19,收益类型
n2p19,2055470,产品
2055470,n195p20,产品销售区域
n195p20,2055470,产品
2055470,n126p21,机构类别
n126p21,2055470,产品
2055470,n2p22,认购价格
n2p22,2055470,产品
2055467,n1261p0,登记编码
n1261p0,2055467,产品
2055467,n13p3,期限类型
n13p3,2055467,产品
2055467,n0p4,业绩比较基准
n0p4,2055467,产品
2055467,n195p5,发行机构
n195p5,2055467,产品
2055467,n195p6,发行机构代码
n195p6,2055467,产品
2055467,n0p7,募集方式
n0p7,2055467,产品
2055467,n9p8,运作模式
n9p8,2055467,产品
2055467,n0p9,投资性质
n0p9,2055467,产品
2055467,n0p10,募集币种
n0p10,2055467,产品
2055467,n2p11,风险等级编号
n2p11,2055467,产品
2055467,n2p12,风险等级
n2p12,2055467,产品
2055467,n483p13,募集起始日期
n483p13,2055467,产品
2055467,n483p13,募集结束日期
n483p13,2055467,产品
2055467,n126p13,产品起始日期
n126p13,2055467,产品
2055467,n751p16,产品终止日期
n751p16,2055467,产品
2055467,n420p17,产品状态
n420p17,2055467,产品
2055467,n751p18,实际天数（天）
n751p18,2055467,产品
2055467,n2p19,收益类型
n2p19,2055467,产品
2055467,n195p20,产品销售区域
n195p20,2055467,产品
2055467,n126p21,机构类别
n126p21,2055467,产品
2055467,n7p22,认购价格
n7p22,2055467,产品
2054955,n1262p0,登记编码
n1262p0,2054955,产品
2054955,n0p3,期限类型
n0p3,2054955,产品
2054955,n0p11,业绩比较基准
n0p11,2054955,产品
2054955,n754p5,发行机构
n754p5,2054955,产品
2054955,n754p6,发行机构代码
n754p6,2054955,产品
2054955,n0p7,募集方式
n0p7,2054955,产品
2054955,n9p8,运作模式
n9p8,2054955,产品
2054955,n0p9,投资性质
n0p9,2054955,产品
2054955,n0p10,募集币种
n0p10,2054955,产品
2054955,n2p11,风险等级编号
n2p11,2054955,产品
2054955,n2p12,风险等级
n2p12,2054955,产品
2054955,n483p13,募集起始日期
n483p13,2054955,产品
2054955,n483p13,募集结束日期
n483p13,2054955,产品
2054955,n78p13,产品起始日期
n78p13,2054955,产品
2054955,n150p16,产品终止日期
n150p16,2054955,产品
2054955,n420p17,产品状态
n420p17,2054955,产品
2054955,n0p18,实际天数（天）
n0p18,2054955,产品
2054955,n2p19,收益类型
n2p19,2054955,产品
2054955,n0p20,产品销售区域
n0p20,2054955,产品
2054955,n0p21,机构类别
n0p21,2054955,产品
2054955,n7p22,认购价格
n7p22,2054955,产品
2054571,n1263p0,登记编码
n1263p0,2054571,产品
2054571,n15p3,期限类型
n15p3,2054571,产品
2054571,n0p4,业绩比较基准
n0p4,2054571,产品
2054571,n301p5,发行机构
n301p5,2054571,产品
2054571,n301p6,发行机构代码
n301p6,2054571,产品
2054571,n0p7,募集方式
n0p7,2054571,产品
2054571,n9p8,运作模式
n9p8,2054571,产品
2054571,n0p9,投资性质
n0p9,2054571,产品
2054571,n0p10,募集币种
n0p10,2054571,产品
2054571,n88p11,风险等级编号
n88p11,2054571,产品
2054571,n88p12,风险等级
n88p12,2054571,产品
2054571,n483p13,募集起始日期
n483p13,2054571,产品
2054571,n483p13,募集结束日期
n483p13,2054571,产品
2054571,n63p13,产品起始日期
n63p13,2054571,产品
2054571,n1263p16,产品终止日期
n1263p16,2054571,产品
2054571,n420p17,产品状态
n420p17,2054571,产品
2054571,n1263p18,实际天数（天）
n1263p18,2054571,产品
2054571,n2p19,收益类型
n2p19,2054571,产品
2054571,n301p20,产品销售区域
n301p20,2054571,产品
2054571,n82p21,机构类别
n82p21,2054571,产品
2054571,n82p22,认购价格
n82p22,2054571,产品
2053417,n1264p0,登记编码
n1264p0,2053417,产品
2053417,n15p3,期限类型
n15p3,2053417,产品
2053417,n0p4,业绩比较基准
n0p4,2053417,产品
2053417,n301p5,发行机构
n301p5,2053417,产品
2053417,n301p6,发行机构代码
n301p6,2053417,产品
2053417,n0p7,募集方式
n0p7,2053417,产品
2053417,n9p8,运作模式
n9p8,2053417,产品
2053417,n0p9,投资性质
n0p9,2053417,产品
2053417,n0p10,募集币种
n0p10,2053417,产品
2053417,n88p11,风险等级编号
n88p11,2053417,产品
2053417,n88p12,风险等级
n88p12,2053417,产品
2053417,n483p13,募集起始日期
n483p13,2053417,产品
2053417,n483p13,募集结束日期
n483p13,2053417,产品
2053417,n63p13,产品起始日期
n63p13,2053417,产品
2053417,n1264p16,产品终止日期
n1264p16,2053417,产品
2053417,n420p17,产品状态
n420p17,2053417,产品
2053417,n1264p18,实际天数（天）
n1264p18,2053417,产品
2053417,n2p19,收益类型
n2p19,2053417,产品
2053417,n301p20,产品销售区域
n301p20,2053417,产品
2053417,n82p21,机构类别
n82p21,2053417,产品
2053417,n82p22,认购价格
n82p22,2053417,产品
2053160,n1265p0,登记编码
n1265p0,2053160,产品
2053160,n9p3,期限类型
n9p3,2053160,产品
2053160,n0p4,业绩比较基准
n0p4,2053160,产品
2053160,n213p5,发行机构
n213p5,2053160,产品
2053160,n213p6,发行机构代码
n213p6,2053160,产品
2053160,n0p7,募集方式
n0p7,2053160,产品
2053160,n9p8,运作模式
n9p8,2053160,产品
2053160,n0p9,投资性质
n0p9,2053160,产品
2053160,n0p10,募集币种
n0p10,2053160,产品
2053160,n2p11,风险等级编号
n2p11,2053160,产品
2053160,n2p12,风险等级
n2p12,2053160,产品
2053160,n483p13,募集起始日期
n483p13,2053160,产品
2053160,n483p13,募集结束日期
n483p13,2053160,产品
2053160,n63p13,产品起始日期
n63p13,2053160,产品
2053160,n33p16,产品终止日期
n33p16,2053160,产品
2053160,n420p17,产品状态
n420p17,2053160,产品
2053160,n108p18,实际天数（天）
n108p18,2053160,产品
2053160,n2p19,收益类型
n2p19,2053160,产品
2053160,n213p20,产品销售区域
n213p20,2053160,产品
2053160,n126p21,机构类别
n126p21,2053160,产品
2053160,n7p22,认购价格
n7p22,2053160,产品
2049916,n1266p0,登记编码
n1266p0,2049916,产品
2049916,n9p3,期限类型
n9p3,2049916,产品
2049916,n0p4,业绩比较基准
n0p4,2049916,产品
2049916,n761p5,发行机构
n761p5,2049916,产品
2049916,n761p6,发行机构代码
n761p6,2049916,产品
2049916,n0p7,募集方式
n0p7,2049916,产品
2049916,n0p8,运作模式
n0p8,2049916,产品
2049916,n0p9,投资性质
n0p9,2049916,产品
2049916,n0p10,募集币种
n0p10,2049916,产品
2049916,n0p11,风险等级编号
n0p11,2049916,产品
2049916,n0p12,风险等级
n0p12,2049916,产品
2049916,n483p13,募集起始日期
n483p13,2049916,产品
2049916,n483p13,募集结束日期
n483p13,2049916,产品
2049916,n42p13,产品起始日期
n42p13,2049916,产品
2049916,n33p16,产品终止日期
n33p16,2049916,产品
2049916,n420p17,产品状态
n420p17,2049916,产品
2049916,n39p18,实际天数（天）
n39p18,2049916,产品
2049916,n446p19,收益类型
n446p19,2049916,产品
2049916,n0p20,产品销售区域
n0p20,2049916,产品
2049916,n0p21,机构类别
n0p21,2049916,产品
2049916,n0p22,认购价格
n0p22,2049916,产品
2049323,n1267p0,登记编码
n1267p0,2049323,产品
2049323,n9p3,期限类型
n9p3,2049323,产品
2049323,n0p4,业绩比较基准
n0p4,2049323,产品
2049323,n195p5,发行机构
n195p5,2049323,产品
2049323,n195p6,发行机构代码
n195p6,2049323,产品
2049323,n0p7,募集方式
n0p7,2049323,产品
2049323,n9p8,运作模式
n9p8,2049323,产品
2049323,n28p9,投资性质
n28p9,2049323,产品
2049323,n0p10,募集币种
n0p10,2049323,产品
2049323,n2p11,风险等级编号
n2p11,2049323,产品
2049323,n2p12,风险等级
n2p12,2049323,产品
2049323,n483p13,募集起始日期
n483p13,2049323,产品
2049323,n483p13,募集结束日期
n483p13,2049323,产品
2049323,n95p13,产品起始日期
n95p13,2049323,产品
2049323,n38p16,产品终止日期
n38p16,2049323,产品
2049323,n420p17,产品状态
n420p17,2049323,产品
2049323,n147p18,实际天数（天）
n147p18,2049323,产品
2049323,n2p19,收益类型
n2p19,2049323,产品
2049323,n195p20,产品销售区域
n195p20,2049323,产品
2049323,n126p21,机构类别
n126p21,2049323,产品
2049323,n7p22,认购价格
n7p22,2049323,产品
2049224,n1268p0,登记编码
n1268p0,2049224,产品
2049224,n9p3,期限类型
n9p3,2049224,产品
2049224,n0p11,业绩比较基准
n0p11,2049224,产品
2049224,n178p5,发行机构
n178p5,2049224,产品
2049224,n178p6,发行机构代码
n178p6,2049224,产品
2049224,n0p7,募集方式
n0p7,2049224,产品
2049224,n9p8,运作模式
n9p8,2049224,产品
2049224,n0p9,投资性质
n0p9,2049224,产品
2049224,n0p10,募集币种
n0p10,2049224,产品
2049224,n2p11,风险等级编号
n2p11,2049224,产品
2049224,n2p12,风险等级
n2p12,2049224,产品
2049224,n483p13,募集起始日期
n483p13,2049224,产品
2049224,n483p13,募集结束日期
n483p13,2049224,产品
2049224,n63p13,产品起始日期
n63p13,2049224,产品
2049224,n16p16,产品终止日期
n16p16,2049224,产品
2049224,n420p17,产品状态
n420p17,2049224,产品
2049224,n626p18,实际天数（天）
n626p18,2049224,产品
2049224,n2p19,收益类型
n2p19,2049224,产品
2049224,n681p20,产品销售区域
n681p20,2049224,产品
2049224,n50p21,机构类别
n50p21,2049224,产品
2049224,n0p22,认购价格
n0p22,2049224,产品
2048044,n1269p0,登记编码
n1269p0,2048044,产品
2048044,n9p3,期限类型
n9p3,2048044,产品
2048044,n0p4,业绩比较基准
n0p4,2048044,产品
2048044,n763p5,发行机构
n763p5,2048044,产品
2048044,n763p6,发行机构代码
n763p6,2048044,产品
2048044,n0p7,募集方式
n0p7,2048044,产品
2048044,n0p8,运作模式
n0p8,2048044,产品
2048044,n0p9,投资性质
n0p9,2048044,产品
